0,112.5,70,172,5.4,95,95,
0.05,112.45,71.4062,172.046,5.32177,96.4093,94.9126,
0.1,112.38,75.15,172.174,5.10549,100.23,94.6711,
0.15,112.411,80.5189,172.366,4.77878,105,94.3062,
0.2,112.664,86.8005,172.607,4.36923,105,93.8487,
0.25,113.258,93.2824,172.881,3.90447,105,93.3296,
0.3,114.315,99.2522,173.172,3.41209,105,92.7797,
0.35,115.955,103.997,173.462,2.91971,105,92.2297,
0.4,118.298,106.806,173.736,2.45495,105,91.7106,
0.45,121.466,106.965,173.977,2.0454,105,91.2532,
0.5,125.579,103.762,174.17,1.71869,105,90.8883,
0.55,130.686,96.7569,174.301,1.49504,105,90.6386,
0.6,136.553,86.5947,174.378,1.36528,105,90.4936,
0.65,142.874,74.1928,174.409,1.31282,105,90.435,
0.7,149.343,60.4685,174.404,1.3211,105,90.4443,
0.75,155.656,46.3391,174.373,1.37356,105,90.5029,
0.8,161.506,32.7218,174.326,1.45363,105,90.5923,
0.85,166.588,20.5338,174.272,1.54474,102.24,90.694,
0.9,170.596,10.6925,174.222,1.63033,96.349,90.7896,
0.95,173.226,4.11506,174.184,1.69384,92.3576,90.8605,
1,174.17,1.71875,174.17,1.71868,90.8887,90.8883,
