0,186,5.06,156,14.3,105,85.2,
0.05,184.302,9.03274,156.869,13.8164,105,85.3585,
0.1,179.644,19.6473,159.188,12.5296,105,85.7942,
0.15,172.682,34.9481,162.52,10.6856,105,86.4474,
0.2,164.073,52.9797,166.431,8.53041,105,87.2585,
0.25,154.472,71.7865,170.486,6.31011,105,88.1678,
0.3,144.536,89.413,174.251,4.27068,105,89.1156,
0.35,134.92,103.904,177.291,2.65816,105,90.0423,
0.4,126.281,113.303,179.17,1.71857,105,90.8882,
0.45,119.22,116.172,179.595,1.61186,105,91.6024,
0.5,114.132,113.138,178.843,2.154,105,92.1684,
0.55,111.354,105.343,177.329,3.07483,105,92.5784,
0.6,111.227,93.9318,175.47,4.10424,105,92.8248,
0.65,114.09,80.0472,173.684,4.97208,105,92.8997,
0.7,120.281,64.833,172.387,5.40833,100.113,92.7956,
0.75,129.807,49.395,171.885,5.22548,94.6095,92.5179,
0.8,141.336,34.6937,172.038,4.56752,91.5512,92.1266,
0.85,153.202,21.6522,172.594,3.66115,90.2942,91.6948,
0.9,163.74,11.1938,173.302,2.73306,90.1942,91.2958,
0.95,171.284,4.24172,173.911,2.00997,90.6066,91.0027,
1,174.169,1.71924,174.17,1.71856,90.8872,90.8887,
