0,112.5,70,172,5.4,95,95,
0.05,112.21,71.9478,172.683,4.59271,96.7109,94.8203,
0.1,111.489,77.1615,174.438,2.51328,101.35,94.3428,
0.15,110.56,84.6966,176.823,0,105,93.6599,
0.2,109.647,93.6085,179.399,0,105,92.864,
0.25,108.973,102.953,181.725,0,105,92.0475,
0.3,108.761,111.785,183.359,0,105,91.3026,
0.35,109.236,119.161,183.862,0,105,90.7219,
0.4,110.619,120,182.792,0,105,90.3977,
0.45,113.136,120,179.708,0,105,90.4224,
0.5,117.009,120,174.17,1.71876,105,90.8883,
0.55,122.356,115.556,165.929,11.0809,105,91.8522,
0.6,128.874,103.924,155.511,22.9671,105,93.2287,
0.65,136.155,89.3561,143.633,36.5508,105,94.8968,
0.7,143.79,73.0014,131.011,51.0053,105,96.7352,
0.75,151.371,56.0095,118.363,65.504,105,98.623,
0.8,158.489,39.5297,106.406,79.2202,105,100.439,
0.85,164.737,24.7114,95.858,91.3273,104.566,102.062,
0.9,169.705,12.7038,87.4355,100.999,97.4689,103.372,
0.95,172.986,4.65646,81.856,107.408,92.6589,104.246,
1,174.17,1.71858,79.8368,109.728,90.8883,104.564,
