0,179,1.72,179,1.72,89.1,89.1,
0.05,177.661,5.37809,178.861,1.67339,91.6407,89.1358,
0.1,173.893,15.2583,178.479,1.56019,98.3511,89.2389,
0.15,168.072,29.7195,177.91,1.42033,105,89.4023,
0.2,160.572,47.1207,177.209,1.29374,105,89.6194,
0.25,151.768,65.8208,176.429,1.22035,105,89.8833,
0.3,142.035,84.1786,175.626,1.24009,105,90.1872,
0.35,131.747,100.553,174.855,1.39289,105,90.5245,
0.4,121.281,113.303,174.17,1.71869,105,90.8883,
0.45,111.039,120,173.614,2.23827,105,91.2698,
0.5,101.548,120,173.183,2.89588,105,91.6517,
0.55,93.3603,120,172.861,3.61659,105,92.0145,
0.6,87.0321,120,172.632,4.3255,105,92.339,
0.65,83.1174,116.063,172.48,4.94769,105,92.6058,
0.7,82.1698,109.597,172.386,5.40825,105,92.7944,
0.75,84.451,102.61,172.34,5.65464,101.961,92.8948,
0.8,89.0404,95.6836,172.327,5.72362,99.5967,92.9228,
0.85,94.7238,89.3583,172.336,5.67434,98.9746,92.9026,
0.9,100.287,84.1727,172.356,5.56593,99.3958,92.8583,
0.95,104.515,80.666,172.376,5.45752,100.161,92.814,
1,106.194,79.3773,172.385,5.40824,100.572,92.7937,
