0,179,1.72,179,1.72,89.1,89.1,
0.05,177.867,3.8674,179.312,1.25925,90.255,89.0923,
0.1,174.786,9.69604,180.089,0.0817711,93.3919,89.0805,
0.15,170.236,18.2856,181.09,0,98.0187,89.0817,
0.2,164.694,28.7158,182.074,0,103.643,89.1131,
0.25,158.637,40.0663,182.802,0,105,89.1915,
0.3,152.545,51.4168,183.032,0,105,89.3342,
0.35,146.894,61.847,182.524,0,105,89.5581,
0.4,142.162,70.4365,181.038,0,105,89.8804,
0.45,138.828,76.2651,178.333,0,105,90.3181,
0.5,137.369,78.4124,174.17,1.71873,105,90.8883,
0.55,138.106,76.2649,168.42,7.77623,105,91.598,
0.6,140.733,70.4361,161.41,15.3696,105,92.4145,
0.65,144.785,61.8464,153.579,23.9868,105,93.2951,
0.7,149.801,51.416,145.366,33.116,105,94.197,
0.75,155.317,40.0654,137.212,42.2451,105,95.0774,
0.8,160.868,28.7147,129.555,50.8624,105,95.8936,
0.85,165.993,18.2844,122.835,58.4558,99.5899,96.6029,
0.9,170.227,9.69467,117.491,64.5135,95.0803,97.1624,
0.95,173.107,3.86596,113.962,68.5235,92.0176,97.5295,
1,174.17,1.71853,112.688,69.9739,90.8886,97.6614,
