0,186,5.06,156,14.3,105,85.2,
0.05,185.814,4.98899,155.359,17.066,105,87.3267,
0.1,185.286,4.79268,153.647,24.5602,105,93.1157,
0.15,184.462,4.49613,151.186,35.577,103.908,101.68,
0.2,183.386,4.12439,148.295,48.9108,102.467,105,
0.25,182.104,3.70254,145.293,63.3558,100.771,105,
0.3,180.66,3.25562,142.5,77.7065,98.8877,105,
0.35,179.099,2.8087,140.235,90.7572,96.8883,105,
0.4,177.467,2.38684,138.819,101.302,94.8422,105,
0.45,175.809,2.0151,138.572,108.136,92.8189,105,
0.5,174.17,1.71855,139.812,110.053,90.8883,105,
0.55,172.59,1.51556,142.739,106.255,89.109,105,
0.6,171.093,1.39777,147.07,97.5782,87.4968,105,
0.65,169.7,1.35016,152.402,85.2654,86.0563,105,
0.7,168.428,1.35767,158.332,70.5603,84.7924,105,
0.75,167.299,1.40529,164.456,54.7061,83.7098,105,
0.8,166.331,1.47797,170.371,38.9463,82.8133,105,
0.85,165.544,1.56067,175.673,24.5242,82.1078,105,
0.9,164.958,1.63836,179.96,12.6833,81.5979,105,
0.95,164.592,1.696,182.828,4.66698,81.2884,102.496,
1,164.466,1.71855,183.874,1.71856,81.1842,100.592,
