0,186,5.06,156,14.3,105,85.2,
0.05,184.226,8.79099,156.631,13.8319,105,85.3665,
0.1,179.338,18.8207,158.326,12.5828,105,85.8217,
0.15,171.989,33.4044,160.788,10.7854,105,86.499,
0.2,162.832,50.7972,163.718,8.6724,105,87.3318,
0.25,152.519,69.2543,166.819,6.47651,105,88.2538,
0.3,141.701,87.0309,169.793,4.43046,105,89.1982,
0.35,131.033,102.382,172.343,2.76695,105,90.0985,
0.4,121.165,113.563,174.17,1.7187,105,90.8883,
0.45,112.672,119.283,175.065,1.44444,105,91.5158,
0.5,105.808,120,175.173,1.8072,105,91.989,
0.55,100.75,116.87,174.727,2.59594,105,92.3308,
0.6,97.6742,110.687,173.959,3.59968,105,92.5638,
0.65,96.7564,102.482,173.101,4.60744,105,92.7111,
0.7,98.1735,93.2296,172.387,5.40829,105,92.7949,
0.75,101.907,83.8344,171.995,5.84367,100.742,92.8368,
0.8,107.168,74.9154,171.885,5.96558,97.0831,92.8485,
0.85,112.972,67.022,171.964,5.8785,94.9938,92.84,
0.9,118.335,60.7037,172.137,5.68693,94.0394,92.8215,
0.95,122.275,56.5097,172.309,5.49536,93.7853,92.8031,
1,123.807,54.9896,172.388,5.40828,93.7972,92.7946,
