1567060272, 640735, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 642410, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 643631, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 644612, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 645952, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 646976, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 647918, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 648825, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 649916, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 650885, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 651827, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 652735, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 653808, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 654858, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 655879, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 656845, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 658033, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 659017, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 659953, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 660899, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 662086, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 662981, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 663957, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 664887, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 666083, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 667071, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 668078, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 668978, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 670078, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 671058, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 671983, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 672929, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 674050, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 674737, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 675674, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 676341, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 677391, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 678118, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 679062, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 679749, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 680719, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 681787, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 682617, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 683606, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 684285, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 685424, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 686251, 0, 0, 0, 0, 0, 0, 0, 0
1567060272, 687224, 0, 0, 0, 0, 0, 0, 0, 0
