1567059939.431816,180.000000,180.000000,0.000000,0.000000,180.000000,180.000000,0.000000,0.000000
1567059939.433883,180.000000,180.000000,0.000000,0.000000,180.000000,180.000000,0.000000,0.000000
1567059939.485453,101.812859,180.000000,83.679050,0.000000,103.387357,180.000000,87.286153,0.000000
1567059939.536460,101.813217,180.000000,83.632055,0.000000,103.379823,180.000000,87.292969,0.000000
1567059939.587562,101.813217,180.000000,83.565330,0.000000,103.366550,180.000000,87.307318,0.000000
1567059939.638643,101.813217,180.000000,83.559590,0.000000,103.362604,180.000000,87.305883,0.000000
1567059939.689713,101.813217,180.000000,83.559590,0.000000,103.362604,180.000000,87.306242,0.000000
1567059939.741716,101.813217,180.000000,83.560308,0.000000,103.361886,180.000000,87.308036,0.000000
1567059939.792215,101.813217,180.000000,83.560666,0.000000,103.360451,180.000000,87.307677,0.000000
1567059939.843269,101.813217,180.000000,83.560308,0.000000,103.360451,180.000000,87.307677,0.000000
1567059939.894474,101.813217,180.000000,83.560308,0.000000,103.360451,180.000000,87.309471,0.000000
1567059939.945705,101.813576,180.000000,83.560308,0.000000,103.360451,180.000000,87.319874,0.000000
1567059939.996652,101.813935,180.000000,83.559949,0.000000,103.360810,180.000000,87.327408,0.000000
1567059940.047713,101.814294,180.000000,83.559949,0.000000,103.361169,180.000000,87.327766,0.000000
1567059940.098801,101.814652,180.000000,83.560308,0.000000,103.361527,180.000000,87.328125,0.000000
1567059940.150151,101.814652,180.000000,83.560666,0.000000,103.361527,180.000000,87.328484,0.000000
1567059940.202250,101.814652,180.000000,83.560666,0.000000,103.361169,180.000000,87.328484,0.000000
1567059940.252803,101.814294,180.000000,83.561025,0.000000,103.360810,180.000000,87.328125,0.000000
1567059940.304141,101.813217,180.000000,83.562101,0.000000,103.358658,180.000000,87.325255,0.000000
1567059940.355445,101.812500,180.000000,83.562101,0.000000,103.351124,180.000000,87.323820,0.000000
1567059940.406555,101.812141,180.000000,83.562101,0.000000,103.337492,180.000000,87.323461,0.000000
1567059940.457643,101.811783,180.000000,83.562460,0.000000,103.311304,180.000000,87.323461,0.000000
1567059940.508703,101.811783,180.000000,83.562460,0.000000,103.293726,180.000000,87.323461,0.000000
1567059940.559789,101.811783,180.000000,83.562460,0.000000,103.283681,180.000000,87.323461,0.000000
1567059940.611642,101.811783,180.000000,83.562460,0.000000,103.284040,180.000000,87.323461,0.000000
1567059940.662249,101.812141,180.000000,83.562460,0.000000,103.284399,180.000000,87.324179,0.000000
1567059940.713525,101.812500,180.000000,83.562460,0.000000,103.284758,180.000000,87.325614,0.000000
1567059940.764752,101.812500,180.000000,83.562101,0.000000,103.284758,180.000000,87.327049,0.000000
1567059940.815611,101.812859,180.000000,83.560666,0.000000,103.284758,180.000000,87.327766,0.000000
1567059940.866755,101.813217,180.000000,83.559232,0.000000,103.285116,180.000000,87.328484,0.000000
1567059940.917767,101.813217,180.000000,83.556362,0.000000,103.285116,180.000000,87.328484,0.000000
1567059940.968979,101.813576,180.000000,83.555644,0.000000,103.286193,180.000000,87.328484,0.000000
1567059941.020172,101.813935,180.000000,83.554568,0.000000,103.286910,180.000000,87.328484,0.000000
1567059941.072126,101.814652,180.000000,83.555644,0.000000,103.288704,180.000000,87.327766,0.000000
1567059941.122701,101.815011,180.000000,83.556362,0.000000,103.290139,180.000000,87.327766,0.000000
1567059941.173751,101.815729,180.000000,83.557438,0.000000,103.290139,180.000000,87.328125,0.000000
1567059941.224986,101.815729,180.000000,83.557438,0.000000,103.290497,180.000000,87.328484,0.000000
1567059941.276165,101.815729,180.000000,83.557438,0.000000,103.290497,180.000000,87.328125,0.000000
1567059941.327451,101.815729,180.000000,83.557438,0.000000,103.290497,180.000000,87.327766,0.000000
1567059941.378556,101.815729,180.000000,83.557438,0.000000,103.290497,180.000000,87.325973,0.000000
1567059941.429638,101.815729,180.000000,83.557438,0.000000,103.290497,180.000000,87.324179,0.000000
1567059941.481749,101.815370,180.000000,83.557797,0.000000,103.290497,180.000000,87.323820,0.000000
1567059941.532386,101.815729,180.000000,83.558873,0.000000,103.291215,180.000000,87.323820,0.000000
1567059941.583019,101.815729,180.000000,83.559232,0.000000,103.298390,180.000000,87.324179,0.000000
1567059941.634450,101.815729,180.000000,83.559590,0.000000,103.298031,180.000000,87.325614,0.000000
1567059941.685629,101.815729,180.000000,83.559949,0.000000,103.298031,180.000000,87.327049,0.000000
1567059941.736702,101.815729,180.000000,83.559949,0.000000,103.298031,180.000000,87.327766,0.000000
1567059941.787772,101.816087,180.000000,83.559949,0.000000,103.299107,180.000000,87.328484,0.000000
1567059941.838849,101.816805,180.000000,83.559949,0.000000,103.299825,180.000000,87.332071,0.000000
1567059941.890205,101.817164,180.000000,83.559949,0.000000,103.303412,180.000000,87.333865,0.000000
1567059941.942102,101.817164,180.000000,83.559590,0.000000,103.305206,180.000000,87.339605,0.000000
1567059941.992722,101.817881,180.000000,83.559590,0.000000,103.311663,180.000000,87.355389,0.000000
1567059942.043784,101.817881,180.000000,83.558873,0.000000,103.327089,180.000000,87.386958,0.000000
1567059942.094864,101.817881,180.000000,83.554927,0.000000,103.332470,180.000000,87.420679,0.000000
1567059942.146223,101.817881,180.000000,83.546317,0.000000,103.331035,180.000000,87.453683,0.000000
1567059942.197527,101.817881,180.000000,83.515107,0.000000,103.328524,180.000000,87.472337,0.000000
1567059942.248539,101.817881,180.000000,83.466677,0.000000,103.327447,180.000000,87.472337,0.000000
1567059942.299621,101.817881,180.000000,83.444436,0.000000,103.326012,180.000000,87.470902,0.000000
1567059942.351496,101.817522,180.000000,83.446229,0.000000,103.326012,180.000000,87.468750,0.000000
1567059942.402240,101.817522,180.000000,83.448382,0.000000,103.326012,180.000000,87.466956,0.000000
1567059942.453230,101.817522,180.000000,83.450175,0.000000,103.326371,180.000000,87.464804,0.000000
1567059942.504435,101.817522,180.000000,83.450175,0.000000,103.326371,180.000000,87.461575,0.000000
1567059942.555541,101.817522,180.000000,83.450893,0.000000,103.327447,180.000000,87.461217,0.000000
